No	ContigN50	Platform	Pan
48	6941.639	Other_TGS	pan-genome
53	6960	Other_TGS	no
21	6960	HiFi	pan-genome
29	6970	Other_TGS	no
31	6990	Other_TGS	no
55	7000	Other_TGS	no
32	7020	Other_TGS	no
48	7021	Other_TGS	no
63	7100	Other_TGS	no
16	7100	Other_TGS	no
48	7126.343	Other_TGS	pan-genome
32	7127	Other_TGS	no
18	7160	Other_TGS	no
6	7170	Other_TGS	no
29	7200	HiFi	no
27	7200	Other_TGS	no
21	7200	Other_TGS	no
48	7217.553	Other_TGS	pan-genome
27	7280	Other_TGS	no
29	7285	HiFi	no
48	7298	Other_TGS	no
12	7300	Other_TGS	no
50	7320	HiFi	no
20	7325.660 	Other_TGS	no
9	7330	HiFi	no
50	7340	Other_TGS	no
21	7350	HiFi	pan-genome
48	7354.382	Other_TGS	pan-genome
48	7374.172	Other_TGS	pan-genome
30	7380	Other_TGS	pan-genome
48	7400	Other_TGS	pan-genome
48	7415.462	Other_TGS	pan-genome
21	7440	Other_TGS	no
32	7490	Other_TGS	no
12	7500	Other_TGS	no
21	7520	HiFi	pan-genome
27	7525.323	HiFi	no
10	7530	Other_TGS	no
21	7540	HiFi	pan-genome
48	7545.342	Other_TGS	pan-genome
53	7550	Other_TGS	no
24	7570	Other_TGS	no
48	7595.285	Other_TGS	pan-genome
48	7600	Other_TGS	pan-genome
31	7600	Other_TGS	no
31	7600	Other_TGS	no
29	7600	HiFi	no
12	7600	Other_TGS	no
48	7610.324	Other_TGS	pan-genome
48	7700	Other_TGS	no
22	7700	Other_TGS	pan-genome
48	7703.635	Other_TGS	pan-genome
21	7710	Other_TGS	pan-genome
48	7746.724	Other_TGS	pan-genome
21	7760	Other_TGS	pan-genome
22	7780	Other_TGS	no
12	7808.517	Other_TGS	no
21	7820	HiFi	pan-genome
21	7840	HiFi	pan-genome
48	7844.765	Other_TGS	pan-genome
31	7900	Other_TGS	no
27	7900	Other_TGS	no
22	7909	Other_TGS	no
30	7920	Other_TGS	pan-genome
48	7925.127	Other_TGS	pan-genome
21	7930	Other_TGS	no
21	7950	HiFi	no
21	7970	HiFi	pan-genome
12	7970	Other_TGS	no
48	7989.431	Other_TGS	pan-genome
30	8030	Other_TGS	pan-genome
16	8041	HiFi	no
12	8060	HiFi	no
24	8070	Other_TGS	no
21	8080	HiFi	pan-genome
48	8096.135	HiFi	pan-genome
58	8130	Other_TGS	no
48	8161.446	Other_TGS	pan-genome
30	8180	Other_TGS	pan-genome
21	8220	HiFi	pan-genome
48	8230.544	Other_TGS	pan-genome
12	8232.122	Other_TGS	no
48	8260.800 	HiFi	pan-genome
33	8290	Other_TGS	no
48	8300	Other_TGS	no
31	8301	Other_TGS	no
48	8393	Other_TGS	no
58	8400	HiFi	no
30	8400	Other_TGS	no
48	8460.278	Other_TGS	pan-genome
48	8500	Other_TGS	no
30	8500	Other_TGS	no
31	8510	Other_TGS	no
65	8600	Other_TGS	no
48	8600	Other_TGS	pan-genome
48	8605.504	Other_TGS	pan-genome
21	8660	HiFi	pan-genome
48	8800	Other_TGS	no
48	8844.833	Other_TGS	pan-genome
48	8861.634	HiFi	pan-genome
48	8894.96	Other_TGS	pan-genome
48	8900	Other_TGS	pan-genome
48	8900	Other_TGS	no
32	8900	Other_TGS	no
31	8900	HiFi	no
30	8900	Other_TGS	no
24	8910	Other_TGS	no
33	8960	Other_TGS	no
32	8980	Other_TGS	pan-genome
48	8984	Other_TGS	no
48	9004.646	HiFi	pan-genome
6	9012.837	HiFi	no
48	9019.232	HiFi	pan-genome
21	9020	HiFi	pan-genome
21	9060	HiFi	pan-genome
48	9080	Other_TGS	no
48	9100	Other_TGS	pan-genome
46	9100	Other_TGS	no
22	9100	Other_TGS	no
30	9110	Other_TGS	pan-genome
48	9116.531	Other_TGS	pan-genome
48	9160	Other_TGS	no
48	9204.701	Other_TGS	pan-genome
48	9232.452	Other_TGS	pan-genome
22	9240	Other_TGS	no
30	9260	Other_TGS	pan-genome
48	9318.912	Other_TGS	pan-genome
30	9340	Other_TGS	no
48	9346.466	Other_TGS	pan-genome
21	9360	HiFi	no
10	9366.624	HiFi	pan-genome
48	9370.403	Other_TGS	pan-genome
48	9373.791	Other_TGS	pan-genome
48	9380	Other_TGS	no
48	9417.323	Other_TGS	pan-genome
48	9417.337	Other_TGS	pan-genome
48	9434.9	Other_TGS	pan-genome
30	9440	Other_TGS	no
10	9480	Other_TGS	no
48	9486.850 	HiFi	pan-genome
33	9500	Other_TGS	no
21	9500	Other_TGS	no
22	9510	Other_TGS	no
48	9552.6	Other_TGS	pan-genome
48	9575.901	Other_TGS	pan-genome
48	9578.172	Other_TGS	pan-genome
22	9600	Other_TGS	no
9	9600	Other_TGS	no
21	9610	HiFi	pan-genome
48	9628.606	Other_TGS	pan-genome
6	9636.078	Other_TGS	no
48	9637.758	Other_TGS	pan-genome
48	9640	Other_TGS	no
9	9680	Other_TGS	no
32	9700	Other_TGS	no
30	9720	Other_TGS	pan-genome
10	9728.579	HiFi	pan-genome
16	9730	Other_TGS	no
10	9743.612	HiFi	pan-genome
48	9749.081	HiFi	pan-genome
32	9790	HiFi	no
48	9800	Other_TGS	pan-genome
18	9800	Other_TGS	no
31	9830	Other_TGS	no
18	9830	HiFi	no
31	9849	Other_TGS	no
16	9850	Other_TGS	no
48	9858.004	Other_TGS	pan-genome
21	9870	HiFi	pan-genome
48	9887.089	Other_TGS	pan-genome
31	9899	Other_TGS	no
21	9900	Other_TGS	no
22	9920	Other_TGS	no
48	9928.064	Other_TGS	pan-genome
21	9930	HiFi	pan-genome
48	9934.898	Other_TGS	pan-genome
48	9951.203	Other_TGS	pan-genome
48	9953.155	Other_TGS	pan-genome
12	9973.504	Other_TGS	no
48	9984.561	Other_TGS	pan-genome
48	9986.255	Other_TGS	pan-genome
30	10000	Other_TGS	no
22	10000	Other_TGS	no
48	10007.538	Other_TGS	pan-genome
48	10011.702	Other_TGS	pan-genome
48	10029.81	Other_TGS	pan-genome
48	10047.347	Other_TGS	pan-genome
48	10049.604	Other_TGS	pan-genome
48	10059.511	Other_TGS	pan-genome
48	10083.736	Other_TGS	pan-genome
48	10089.096	HiFi	pan-genome
22	10100	Other_TGS	no
10	10120	Other_TGS	no
48	10168.071	Other_TGS	pan-genome
48	10225.357	Other_TGS	pan-genome
21	10226	HiFi	no
46	10255.891	Other_TGS	no
48	10256.176	Other_TGS	pan-genome
48	10257.339	Other_TGS	pan-genome
30	10260	HiFi	no
48	10261.078	Other_TGS	pan-genome
33	10281.541	Other_TGS	no
10	10300	Other_TGS	no
21	10317	No_info	pan-genome
33	10320	Other_TGS	no
9	10320	Other_TGS	no
32	10340	Other_TGS	no
48	10341.437	Other_TGS	pan-genome
21	10380	Other_TGS	pan-genome
21	10380	HiFi	pan-genome
48	10400	Other_TGS	pan-genome
48	10400	Other_TGS	pan-genome
48	10401.822	Other_TGS	pan-genome
48	10417.716	Other_TGS	pan-genome
48	10420.162	Other_TGS	pan-genome
48	10432.811	Other_TGS	pan-genome
48	10446.365	Other_TGS	pan-genome
48	10447.087	Other_TGS	pan-genome
48	10460.581	Other_TGS	pan-genome
48	10477.962	Other_TGS	pan-genome
22	10500	Other_TGS	pan-genome
31	10510	Other_TGS	no
22	10557.147	Other_TGS	no
22	10600	Other_TGS	no
16	10600	HiFi	no
48	10604.953	Other_TGS	pan-genome
21	10610	HiFi	pan-genome
48	10619.454	Other_TGS	pan-genome
20	10640	HiFi	no
21	10641	No_info	pan-genome
48	10645.839	Other_TGS	pan-genome
48	10652.5	Other_TGS	pan-genome
48	10657	Other_TGS	no
48	10673.715	Other_TGS	pan-genome
30	10680	Other_TGS	pan-genome
30	10690	Other_TGS	pan-genome
48	10700	Other_TGS	pan-genome
31	10700	Other_TGS	no
21	10700	Other_TGS	no
21	10720	HiFi	pan-genome
48	10737.912	HiFi	no
31	10738	Other_TGS	no
24	10740	Other_TGS	no
10	10750	Other_TGS	no
48	10764.42	Other_TGS	pan-genome
48	10775.895	Other_TGS	pan-genome
10	10800	Other_TGS	no
31	10800	HiFi	no
16	10800	Other_TGS	no
48	10816.59	Other_TGS	pan-genome
48	10820.857	Other_TGS	pan-genome
48	10829.75	Other_TGS	pan-genome
48	10865.962	Other_TGS	pan-genome
48	10898.636	Other_TGS	pan-genome
32	10900	Other_TGS	no
10	10900	Other_TGS	no
48	10907.635	HiFi	no
48	10950.014	Other_TGS	pan-genome
48	10961.803	Other_TGS	pan-genome
32	11000	Other_TGS	no
16	11000	Other_TGS	no
32	11020	Other_TGS	no
31	11038	Other_TGS	no
48	11061.483	Other_TGS	pan-genome
32	11100	HiFi	no
27	11100	Other_TGS	no
3	11117.295	Other_TGS	no
48	11134.561	Other_TGS	pan-genome
48	11145.191	Other_TGS	pan-genome
48	11154.626	Other_TGS	pan-genome
48	11156.336	Other_TGS	pan-genome
48	11160.279	Other_TGS	pan-genome
48	11166.832	Other_TGS	pan-genome
48	11200	Other_TGS	pan-genome
30	11200	Other_TGS	no
22	11200	Other_TGS	pan-genome
21	11200	Other_TGS	no
48	11203.1	Other_TGS	pan-genome
48	11208.627	Other_TGS	pan-genome
33	11210	Other_TGS	no
30	11210	Other_TGS	no
48	11231.293	Other_TGS	pan-genome
48	11235.558	Other_TGS	pan-genome
30	11240	Other_TGS	pan-genome
24	11270	Other_TGS	no
48	11273.296	HiFi	pan-genome
48	11277.601	HiFi	pan-genome
31	11300	HiFi	no
12	11300	HiFi	no
21	11323.391	Other_TGS	no
12	11330	HiFi	no
48	11332.818	Other_TGS	pan-genome
48	11339.1	Other_TGS	pan-genome
48	11347.798	HiFi	pan-genome
48	11395.791	Other_TGS	pan-genome
48	11408.875	Other_TGS	pan-genome
48	11426.6	Other_TGS	pan-genome
48	11428.25	Other_TGS	pan-genome
21	11430	HiFi	no
48	11436.832	Other_TGS	pan-genome
48	11462.549	Other_TGS	pan-genome
22	11490	Other_TGS	no
31	11500	Other_TGS	no
31	11500	Other_TGS	no
21	11500	Other_TGS	no
48	11520.748	Other_TGS	pan-genome
48	11520.881	Other_TGS	pan-genome
48	11532.966	Other_TGS	pan-genome
48	11533.399	Other_TGS	pan-genome
48	11541.998	Other_TGS	pan-genome
48	11544.094	Other_TGS	pan-genome
33	11590	Other_TGS	no
37	11600	HiFi	no
48	11614.5	Other_TGS	pan-genome
48	11621.55	Other_TGS	pan-genome
48	11623.092	Other_TGS	pan-genome
10	11625.267	Other_TGS	no
48	11641.692	Other_TGS	pan-genome
26	11650	Other_TGS	no
48	11675.159	Other_TGS	pan-genome
22	11690	Other_TGS	no
48	11691.014	Other_TGS	pan-genome
48	11710.191	HiFi	pan-genome
48	11715.136	Other_TGS	pan-genome
48	11719.178	Other_TGS	pan-genome
48	11734.254	Other_TGS	pan-genome
48	11740	Other_TGS	no
48	11791.984	Other_TGS	pan-genome
48	11800	Other_TGS	pan-genome
48	11800	Other_TGS	pan-genome
37	11800	HiFi	no
32	11840	Other_TGS	no
30	11860	HiFi	no
48	11866.815	Other_TGS	pan-genome
32	11869.769	HiFi	no
48	11886.907	Other_TGS	pan-genome
30	11890	Other_TGS	pan-genome
21	11900	Other_TGS	no
48	11907	Other_TGS	no
18	11930	Other_TGS	no
48	11934.733	Other_TGS	pan-genome
21	11950	HiFi	pan-genome
48	11967.034	Other_TGS	pan-genome
22	11978	Other_TGS	no
48	11990	HiFi	no
56	12000	HiFi	no
31	12040	HiFi	no
21	12060	Other_TGS	pan-genome
68	12092.862	Other_TGS	no
24	12100	Other_TGS	no
65	12110	Other_TGS	no
30	12120	HiFi	no
30	12130	Other_TGS	pan-genome
22	12139.909	Other_TGS	no
31	12140	Other_TGS	no
48	12153.546	Other_TGS	pan-genome
48	12160.527	Other_TGS	pan-genome
48	12200	Other_TGS	no
43	12206	Other_TGS	no
32	12232.783	Other_TGS	no
21	12300	Other_TGS	no
48	12301.554	Other_TGS	pan-genome
21	12320	HiFi	pan-genome
10	12320	HiFi	no
48	12326.268	Other_TGS	pan-genome
10	12333.941	HiFi	pan-genome
48	12342.346	Other_TGS	pan-genome
48	12367.63	Other_TGS	pan-genome
18	12384	HiFi	no
48	12400	Other_TGS	pan-genome
48	12400	Other_TGS	pan-genome
21	12410	HiFi	pan-genome
48	12419.448	Other_TGS	pan-genome
48	12445.525	Other_TGS	pan-genome
48	12491.44	Other_TGS	pan-genome
48	12500	Other_TGS	no
24	12500	HiFi	pan-genome
33	12520	Other_TGS	no
48	12520.394	Other_TGS	pan-genome
48	12524.209	Other_TGS	pan-genome
48	12524.428	HiFi	pan-genome
48	12545.221	Other_TGS	pan-genome
30	12550	Other_TGS	pan-genome
48	12562.335	Other_TGS	pan-genome
48	12583.18	Other_TGS	pan-genome
31	12600	Other_TGS	no
21	12600	HiFi	no
30	12630	Other_TGS	pan-genome
46	12680	Other_TGS	no
48	12682.464	Other_TGS	no
24	12700	Other_TGS	pan-genome
48	12713.243	Other_TGS	pan-genome
48	12740	HiFi	no
48	12750.613	Other_TGS	pan-genome
48	12751.935	Other_TGS	pan-genome
48	12781.984	Other_TGS	pan-genome
48	12789.306	Other_TGS	pan-genome
70	12800	Other_TGS	no
48	12800	Other_TGS	pan-genome
48	12848.42	Other_TGS	pan-genome
48	12883.948	Other_TGS	pan-genome
48	12904.193	Other_TGS	pan-genome
50	12914.002	HiFi	no
48	12944.276	Other_TGS	pan-genome
48	12982.6	Other_TGS	pan-genome
32	13000	HiFi	no
21	13000	Other_TGS	no
33	13060	Other_TGS	no
48	13069.224	Other_TGS	pan-genome
48	13072.436	Other_TGS	pan-genome
48	13088.955	Other_TGS	pan-genome
48	13097.856	Other_TGS	pan-genome
48	13110.39	Other_TGS	pan-genome
22	13150	Other_TGS	no
13	13160	Other_TGS	no
48	13200	Other_TGS	no
21	13220	HiFi	pan-genome
12	13290	Other_TGS	no
21	13300	HiFi	no
21	13300	HiFi	no
48	13305.672	Other_TGS	pan-genome
16	13320	HiFi	no
12	13334.487	Other_TGS	no
48	13351.671	Other_TGS	pan-genome
10	13370	Other_TGS	no
48	13391.656	Other_TGS	pan-genome
21	13400	Other_TGS	no
48	13470.26	Other_TGS	pan-genome
12	13482.096	HiFi	no
48	13483.455	Other_TGS	pan-genome
48	13500	Other_TGS	pan-genome
48	13517.655	Other_TGS	pan-genome
27	13520	HiFi	no
48	13526.285	Other_TGS	pan-genome
48	13588.739	Other_TGS	pan-genome
48	13619.356	Other_TGS	pan-genome
48	13620	Other_TGS	pan-genome
48	13655.399	Other_TGS	pan-genome
48	13656.032	HiFi	no
48	13700	Other_TGS	no
21	13701.387	Other_TGS	no
10	13707.717	HiFi	pan-genome
48	13721.439	Other_TGS	pan-genome
48	13725.727	Other_TGS	pan-genome
21	13730	HiFi	pan-genome
48	13752.044	HiFi	pan-genome
48	13764.532	Other_TGS	pan-genome
27	13770	HiFi	no
48	13776.324	Other_TGS	pan-genome
30	13810	Other_TGS	pan-genome
48	13835.271	Other_TGS	pan-genome
48	13850.892	Other_TGS	pan-genome
48	13853.022	Other_TGS	pan-genome
83	13886.535	HiFi	no
48	13900	Other_TGS	pan-genome
48	13906.517	Other_TGS	pan-genome
48	13908.301	Other_TGS	pan-genome
48	13923.172	Other_TGS	pan-genome
48	13932.526	Other_TGS	pan-genome
48	13994.926	Other_TGS	pan-genome
48	14000	Other_TGS	no
32	14000	HiFi	no
48	14004.748	Other_TGS	pan-genome
48	14008.267	Other_TGS	pan-genome
48	14016.591	Other_TGS	pan-genome
48	14020.258	Other_TGS	pan-genome
10	14020.644	HiFi	pan-genome
48	14028.602	Other_TGS	pan-genome
48	14051.399	HiFi	pan-genome
48	14062.631	Other_TGS	pan-genome
48	14065.936	Other_TGS	pan-genome
12	14100	HiFi	no
48	14102.3	Other_TGS	pan-genome
48	14108.48	Other_TGS	pan-genome
21	14110	Other_TGS	pan-genome
48	14130.34	Other_TGS	pan-genome
16	14140	Other_TGS	no
48	14152.771	Other_TGS	pan-genome
48	14173.179	Other_TGS	pan-genome
31	14200	HiFi	no
48	14237.177	Other_TGS	pan-genome
21	14270	HiFi	pan-genome
49	14297	Other_TGS	no
31	14300	HiFi	no
50	14342.615	Other_TGS	no
10	14349.952	HiFi	pan-genome
48	14365.345	Other_TGS	pan-genome
48	14372.815	Other_TGS	pan-genome
48	14407.047	Other_TGS	pan-genome
48	14464.065	Other_TGS	pan-genome
48	14464.86	Other_TGS	pan-genome
48	14491.656	Other_TGS	pan-genome
48	14500	Other_TGS	no
48	14560	Other_TGS	no
48	14588.793	Other_TGS	pan-genome
48	14600	Other_TGS	pan-genome
21	14610	HiFi	pan-genome
48	14616.443	Other_TGS	pan-genome
32	14728.201	Other_TGS	no
48	14770.717	Other_TGS	pan-genome
48	14773.75	Other_TGS	pan-genome
29	14850	Other_TGS	no
48	14877.996	Other_TGS	pan-genome
48	14900	Other_TGS	pan-genome
21	14980	Other_TGS	no
48	14994.821	Other_TGS	pan-genome
48	15051.482	Other_TGS	pan-genome
18	15070	Other_TGS	no
48	15094.102	Other_TGS	pan-genome
48	15100	Other_TGS	pan-genome
21	15150	HiFi	no
48	15164	Other_TGS	no
48	15196.104	HiFi	no
48	15200	Other_TGS	pan-genome
48	15200	Other_TGS	pan-genome
48	15200	Other_TGS	no
48	15250.007	HiFi	pan-genome
48	15300	Other_TGS	no
32	15304.949	HiFi	no
32	15304.949	HiFi	no
16	15310	Other_TGS	no
6	15326.684	HiFi	no
31	15360	HiFi	no
48	15391.385	Other_TGS	pan-genome
48	15394.802	Other_TGS	pan-genome
24	15400	Other_TGS	no
48	15430	Other_TGS	no
48	15443.505	Other_TGS	pan-genome
48	15450.248	Other_TGS	pan-genome
10	15455.724	HiFi	pan-genome
30	15490	Other_TGS	pan-genome
48	15499.011	Other_TGS	pan-genome
48	15500.289	Other_TGS	pan-genome
10	15526.37	HiFi	pan-genome
48	15533.27	Other_TGS	pan-genome
10	15538	Other_TGS	pan-genome
48	15595.849	Other_TGS	pan-genome
48	15650.823	Other_TGS	pan-genome
21	15670	Other_TGS	no
48	15700	Other_TGS	no
21	15717	No_info	pan-genome
48	15780	Other_TGS	no
48	15800	Other_TGS	no
48	15800	Other_TGS	no
48	15800	Other_TGS	no
48	15800	Other_TGS	no
27	15800	Other_TGS	no
10	15801.644	HiFi	pan-genome
48	15888.185	Other_TGS	pan-genome
48	15991.253	Other_TGS	pan-genome
48	15993.976	Other_TGS	pan-genome
48	16016.878	Other_TGS	pan-genome
30	16071	Other_TGS	no
48	16111.911	Other_TGS	pan-genome
48	16129.537	Other_TGS	pan-genome
10	16146.751	HiFi	pan-genome
48	16149.405	HiFi	pan-genome
48	16177.7	Other_TGS	pan-genome
18	16200	HiFi	no
69	16220	Other_TGS	no
33	16300	HiFi	no
48	16446.632	Other_TGS	pan-genome
48	16500	Other_TGS	no
46	16527.116	HiFi	no
48	16578.506	Other_TGS	pan-genome
18	16644	NGS	no
33	16657	Other_TGS	no
33	16660	Other_TGS	no
48	16693.849	Other_TGS	pan-genome
12	16770	Other_TGS	no
48	16791.831	Other_TGS	pan-genome
24	16800	Other_TGS	pan-genome
3	16860	HiFi	no
12	16880	HiFi	no
10	16886.615	HiFi	pan-genome
48	16896.907	Other_TGS	pan-genome
18	16936.783	HiFi	no
48	16970	Other_TGS	no
22	16980	HiFi	no
48	17000	Other_TGS	pan-genome
22	17000	Other_TGS	no
22	17040	Other_TGS	no
48	17061.695	Other_TGS	pan-genome
48	17089.186	Other_TGS	pan-genome
57	17100	Other_TGS	no
48	17122.986	HiFi	pan-genome
48	17240.588	Other_TGS	pan-genome
10	17250.853	HiFi	pan-genome
55	17260	Other_TGS	no
48	17300	Other_TGS	pan-genome
48	17300	HiFi	no
46	17300	Other_TGS	no
48	17305.203	Other_TGS	pan-genome
10	17310	Other_TGS	no
48	17319.776	HiFi	pan-genome
32	17340	Other_TGS	no
83	17400	Other_TGS	no
83	17500	Other_TGS	no
10	17500	Other_TGS	no
48	17510.145	Other_TGS	pan-genome
21	17560	HiFi	pan-genome
12	17600	Other_TGS	no
12	17620	Other_TGS	no
48	17700	Other_TGS	pan-genome
48	17700	Other_TGS	pan-genome
48	17703.042	HiFi	no
29	17819.615	Other_TGS	no
48	17826.744	Other_TGS	pan-genome
31	17860	HiFi	no
33	18000	HiFi	no
32	18000	Other_TGS	no
16	18000	Ultra-long_ONT	no
48	18029.959	Other_TGS	pan-genome
48	18040.669	HiFi	pan-genome
48	18099.615	HiFi	pan-genome
31	18100.976	HiFi	no
10	18163.484	HiFi	pan-genome
48	18184.003	HiFi	pan-genome
48	18200	Other_TGS	no
16	18220	HiFi	no
18	18230	Other_TGS	no
24	18250	Other_TGS	no
22	18255	NGS	no
32	18260	Other_TGS	no
10	18300	Other_TGS	no
31	18310	Other_TGS	no
12	18400	Other_TGS	no
48	18402.062	HiFi	pan-genome
9	18490	Other_TGS	no
46	18582.139	HiFi	no
48	18590	Other_TGS	no
48	18608.304	Other_TGS	pan-genome
10	18619.259	HiFi	pan-genome
16	18700	HiFi	no
21	18720	Other_TGS	pan-genome
10	18780	HiFi	no
48	18824.251	HiFi	pan-genome
10	18842.618	HiFi	pan-genome
31	18869.149	HiFi	no
31	18880	HiFi	pan-genome
10	18890.978	HiFi	pan-genome
41	18920	Other_TGS	no
32	18930	Other_TGS	no
46	18949.966	HiFi	no
16	18988.425	HiFi	no
16	19000	Ultra-long_ONT	no
22	19023	NGS	no
48	19070.7	Other_TGS	pan-genome
10	19105.4	HiFi	pan-genome
10	19254.045	HiFi	pan-genome
48	19400	Other_TGS	no
18	19420	HiFi	no
48	19500	Other_TGS	no
12	19600	Other_TGS	no
48	19642.5	Other_TGS	pan-genome
22	19650	Other_TGS	no
48	19706.058	Other_TGS	pan-genome
48	19724.622	HiFi	pan-genome
3	19750	Other_TGS	no
10	19769.893	HiFi	pan-genome
32	19800	HiFi	no
22	19800	Other_TGS	pan-genome
10	19807.089	HiFi	pan-genome
18	19844.739	HiFi	no
16	20077.029	HiFi	no
30	20100	Other_TGS	no
22	20100	Other_TGS	pan-genome
48	20272.633	Other_TGS	pan-genome
21	20300	HiFi	pan-genome
48	20456.3	Other_TGS	pan-genome
48	20595.8	Other_TGS	pan-genome
16	20600	HiFi	no
48	20700	HiFi	no
48	20718.908	Other_TGS	pan-genome
48	20819.164	Other_TGS	pan-genome
48	20900	Other_TGS	pan-genome
9	20900	Other_TGS	no
48	20924.676	Other_TGS	pan-genome
48	20949	NGS	pan-genome
10	20951.571	HiFi	pan-genome
48	20953.746	Other_TGS	pan-genome
48	20955.998	Other_TGS	pan-genome
48	20967.561	Other_TGS	pan-genome
10	21000	HiFi	no
10	21065.777	HiFi	pan-genome
48	21128.883	Other_TGS	pan-genome
10	21182.094	HiFi	pan-genome
42	21200	Other_TGS	no
6	21230	Other_TGS	no
48	21315.33	Other_TGS	pan-genome
50	21330	Other_TGS	no
48	21337.6	Other_TGS	pan-genome
10	21364.74	HiFi	pan-genome
29	21400	HiFi	no
29	21400	HiFi	no
31	21444.431	HiFi	no
48	21500	Other_TGS	pan-genome
16	21534.086	HiFi	no
21	21560	HiFi	no
22	21597	NGS	no
12	21630.045	Other_TGS	no
29	21700	Other_TGS	no
46	21722.32	HiFi	no
12	21800	HiFi	no
48	21960	HiFi	no
22	21961.441	Other_TGS	no
10	21995.383	HiFi	pan-genome
21	22079	HiFi	no
21	22130	HiFi	no
16	22190	HiFi	no
10	22231.015	HiFi	pan-genome
21	22251	HiFi	no
48	22269.736	HiFi	pan-genome
48	22451.194	Other_TGS	pan-genome
32	22500	Other_TGS	no
16	22500	HiFi	no
10	22570.055	HiFi	pan-genome
32	22600	Other_TGS	no
31	22637.438	HiFi	no
6	22687	Other_TGS	no
50	22700	Other_TGS	no
22	22900	Other_TGS	pan-genome
48	22992.018	Other_TGS	pan-genome
48	22998.537	Other_TGS	pan-genome
48	23000	Other_TGS	pan-genome
31	23100	HiFi	no
18	23100	HiFi	no
48	23112.565	HiFi	no
48	23343.165	Other_TGS	pan-genome
29	23395.510 	Other_TGS	no
48	23418.084	Other_TGS	pan-genome
38	23470	HiFi	no
48	23500.299	Other_TGS	pan-genome
10	23512	HiFi	no
48	23512.328	Other_TGS	pan-genome
18	23600	HiFi	no
48	23642.622	HiFi	no
48	23694.692	Other_TGS	pan-genome
10	23716.776	HiFi	pan-genome
48	23748.412	Other_TGS	pan-genome
18	23800	Other_TGS	no
48	23802.938	Other_TGS	pan-genome
21	23810	Other_TGS	no
33	23900	HiFi	no
31	24000	Other_TGS	no
31	24064.481	HiFi	pan-genome
10	24140.788	HiFi	pan-genome
10	24157.695	HiFi	pan-genome
31	24170	HiFi	no
32	24188	Other_TGS	no
24	24200	Other_TGS	no
48	24246.651	Other_TGS	pan-genome
31	24330	HiFi	no
30	24390	HiFi	no
10	24394.162	HiFi	pan-genome
31	24419.08	HiFi	no
48	24475.901	Other_TGS	pan-genome
32	24485	HiFi	no
21	24506	HiFi	no
10	24537.532	HiFi	pan-genome
21	24630	HiFi	no
10	24640	Other_TGS	no
48	24654.414	Other_TGS	pan-genome
22	24700	Other_TGS	no
48	24799.338	Other_TGS	pan-genome
48	24800	HiFi	no
48	24864.758	Other_TGS	pan-genome
10	24904.66	HiFi	pan-genome
48	24976.9	Other_TGS	pan-genome
31	25000	Ultra-long_ONT	no
48	25045.798	Other_TGS	pan-genome
10	25106.694	HiFi	pan-genome
18	25168.369	HiFi	no
10	25266.898	HiFi	pan-genome
48	25342.116	Other_TGS	pan-genome
30	25400	HiFi	no
3	25423.378	HiFi	no
36	25500	HiFi	no
48	25531.843	Other_TGS	pan-genome
31	25567.09	HiFi	no
48	25570	HiFi	pan-genome
48	25582.894	Other_TGS	pan-genome
10	25596.302	HiFi	pan-genome
48	25818.03	Other_TGS	pan-genome
48	25857.203	Other_TGS	pan-genome
10	25917.167	HiFi	pan-genome
37	25935	HiFi	no
48	25936.6	Other_TGS	pan-genome
31	25948.27	HiFi	no
10	25992.526	HiFi	pan-genome
33	26000	HiFi	no
31	26000	Ultra-long_ONT	no
48	26001.585	Other_TGS	pan-genome
29	26040	HiFi	no
48	26107.597	Other_TGS	pan-genome
21	26150	HiFi	no
37	26300	Ultra-long_ONT	no
48	26449.81	Other_TGS	pan-genome
31	26470.137	HiFi	no
37	26500	Ultra-long_ONT	no
29	26500	HiFi	no
12	26560	HiFi	no
48	26629.212	Other_TGS	pan-genome
48	26682.891	Other_TGS	pan-genome
31	26700	HiFi	no
48	26729.271	Other_TGS	pan-genome
48	26742.395	Other_TGS	pan-genome
22	26800	Other_TGS	no
48	26846.099	Other_TGS	pan-genome
48	26862.637	Other_TGS	pan-genome
31	26930	HiFi	no
48	26931.66	Other_TGS	pan-genome
10	26988.315	HiFi	pan-genome
48	27041.615	Other_TGS	pan-genome
48	27173.032	Other_TGS	pan-genome
48	27254.076	HiFi	pan-genome
48	27338.677	Other_TGS	pan-genome
48	27480	Other_TGS	no
66	27500	Other_TGS	no
31	27510	HiFi	no
30	27583.535	Other_TGS	pan-genome
48	27600.659	Other_TGS	pan-genome
10	27704	Other_TGS	pan-genome
10	27721.619	HiFi	pan-genome
10	27804.816	HiFi	pan-genome
48	27807.2	Other_TGS	pan-genome
32	27857	Other_TGS	no
48	27971	Other_TGS	pan-genome
10	28148.398	HiFi	pan-genome
32	28158.777	Other_TGS	no
32	28196	Other_TGS	no
31	28200	HiFi	no
29	28320	HiFi	no
6	28340	Other_TGS	no
48	28397.196	Other_TGS	pan-genome
48	28480	HiFi	no
48	28504.67	Other_TGS	pan-genome
48	28557.252	Other_TGS	pan-genome
10	28567.605	HiFi	pan-genome
48	28631	Other_TGS	pan-genome
10	28646.139	HiFi	pan-genome
10	28649.123	HiFi	pan-genome
38	28700	Other_TGS	no
